	Phylum	Class	Order	Family	Genus	Species	3SppN.1.1	3SppN.1.2	3SppN.2.1	3SppN.2.2	3sppN.3.1	3sppN.3.2	3sppN.4.1	3sppN.4.2	6Spp.1.1	6Spp.1.2	6spp.2.1	6spp.2.2	6spp.3.1	6spp.3.2	6Spp.4.1	6Spp.4.2	Canola.1.1	Canola.1.2	Canola.2.1	Canola.2.2	Canola.3.1	Canola.3.2	Canola.4.1	Canola.4.2	Clover.1.1	Clover.1.2	Clover.2.1	Clover.2.2	Clover.3.1	Clover.3.2	Clover.4.1	Clover.4.2	Fallow.1.1	Fallow.1.2	Fallow.2.1	Fallow.2.2	Fallow.3.1	Fallow.3.2	Fallow.4.1	Fallow.4.2	Oat.1.1	Oat.1.2	Oat.2.1	Oat.2.2	Oat.3.1	Oat.3.2	Oat.4.1	Oat.4.2	Pea.1.1	Pea.1.2	Pea.2.1	Pea.2.2	Pea.3.1	Pea.3.2	Pea.4.1	Pea.4.2	Radish.1.1	Radish.1.2	Radish.2.1	Radish.2.2	Radish.3.1	Radish.3.2	Radish.4.1	Radish.4.2	Rye.1.1	Rye.1.2	Rye.2.1	Rye.2.2	Rye.3.1	Rye.3.2	Rye.4.1	Rye.4.2
OTU_6785	Ascomycota	Sordariomycetes	Sordariomycetidae	Papulosaceae	Flumicola	coronata	0.000926128	0.000745603	0.000259516	0.000555101	0.001499957	0.000783929	0.000824524	0.000895412	0.000186824	0.000542851	0.000714161	0.000463753	0.00094892	0.0000956	0.000441789	0.000541412	0.000604399	0.000142059	0.000219063	0.000132998	0.000307873	0.000147652	0.002163777	0.000464391	0.000442466	0.000377733	0.000654743	0.000899554	0.000637971	0.000331798	0.000752645	0.000260546	0.000470468	0.000634364	0.000628375	0.00015491	0.000713812	0.000162526	0.007830123	0.000581071	0.000237936	0.000932806	0.001323023	0.000320974	0.00097371	0.000149053	0.000274991	0.001141733	0.000756897	0.000923788	0.000731099	0.000799674	0.000661935	0.000547176	0.000210286	0.000523826	0.000251286	0.000168711	0.001156069	0.000468069	0.000526501	0.000359952	0.000639315	0.000387181	0.000134674	0.000137005	0.0000873	0.000961121	0.00101451	0.000942713	0.00259541	0.000262022
OTU_71	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	alternata	0.001906733	0.000921039	0.000504614	0.001415507	0.009728293	0.025155736	0.015724845	0.003843718	0.001120943	0.000339282	0.006514545	0.002666578	0.002644862	0.000308196	0.004836422	0.00206252	0.002460768	0.001799413	0.000372407	0.000394245	0.000601085	0.002790615	0.000953092	0.00070254	0.000724035	0.001426993	0.002050381	0.004841718	0.012571772	0.001709604	0.000996148	0.00086454	0.021749066	0.000619261	0.01284677	0.000398339	0.001869508	0.003555249	0.000855609	0.003381833	0.001156635	0.000806324	0.000963366	0.000332862	0.001599666	0.000432827	0.000868972	0.000704473	0.010426643	0.001058507	0.023728921	0.000577542	0.007336447	0.00090284	0.020097332	0.000754926	0.003739727	0.000506134	0.002716763	0.000731358	0.001287001	0.000386948	0.00308539	0.000563172	0.001790368	0.001689729	0.002618772	0.001224654	0.00108529	0.000412437	0.00259541	0.000576447
OTU_74	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Scytalidium	cuboideum	0.002996295	0.003625678	0.000663206	0.001165711	0.001799949	0.001483866	0.005536088	0.004236825	0.002139982	0.002917826	0.003257272	0.00210345	0.002927519	0.00041447	0.002743739	0.003467612	0.001597341	0.000520883	0.003110692	0.000508244	0.001055564	0.000324834	0.008165684	0.001714674	0.002989998	0.001231131	0.002239912	0.002288572	0.003039742	0.001231589	0.008965334	0.00145669	0.001115681	0.001721846	0.004840812	0.000479482	0.001529598	0.000812628	0.003422438	0.001940777	0.00130865	0.002229249	0.004983815	0.000701387	0.003303658	0.000730933	0.001330957	0.003425198	0.007908802	0.003329484	0.003528346	0.007463626	0.002224837	0.002754117	0.004746455	0.002850232	0.001330338	0.000373575	0.005303468	0.001886903	0.002983503	0.000962871	0.003530131	0.001601521	0.000491163	0.000730694	0.000320072	0.002960873	0.002146986	0.000976382	0.006228983	0.001027124
OTU_75	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodus	deciduus	0.001543546	0.002704639	0.002883506	0.006980391	0.02729922	0.003464688	0.001060102	0.005328791	0.010920702	0.01004275	0.000940603	0.002633453	0.002947708	0.000818313	0.008300974	0.013161457	0.036177607	0.010228241	0.004249819	0.001448732	0.001964521	0.000708728	0.00242137	0.002155249	0.006476093	0.027840345	0.000706434	0.001640364	0.001200886	0.000978523	0.002744942	0.004097681	0.009920155	0.011886781	0.001070564	0.000708158	0.001410629	0.001015785	0.001348233	0.001615377	0.003661575	0.003003953	0.008156502	0.001664309	0.005146752	0.001470466	0.003464889	0.013603624	0.006271433	0.002251732	0.001287369	0.001140276	0.00176516	0.000647491	0.001201634	0.001155499	0.012830367	0.004760068	0.000606936	0.003569026	0.001599002	0.001619783	0.009006004	0.001645518	0.003564893	0.011051742	0.00040009	0.002154772	0.003538988	0.002036934	0.006025864	0.00097472
OTU_751	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	memorabilis	0.0000908	0.0000731	0.000100923	0.0000416	0.0000214	0.000056	0.000206131	0.000152875	0.000034	0.000271426	0.000104511	0.0000166	0.000121139	0.0000159	0.0000465	0.00016758	0.000755499	0.000118382	0.000240969	0.0000142	0.000088	0.0000148	0.00036063	0.0000357	0.000067	0.000042	0.0000517	0.0000132	0.000356513	0.0000225	0.0000885	0.0000237	0.0000134	0.0000453	0.0000233	0.00000738	0.000085	0.0000813	0.0000519	0.0000697	0.0000198	0.000189723	0.000436726	0.0000951	0.000260815	0.0000143	0.000011	0.000085	0.000108128	0.000538876	0.0000477	0.0000889	0.0000184	0.0000547	0.0000451	0.0000154	0.000118252	0.0000121	0.0000289	0.000190153	0.000117	0.000027	0.0000278	0.000184791	0.0000317	0.000137005	0.00000364	0.0000465	0.0000236	0.0000589	0.000112844	0.0000262
OTU_76	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	pisciphila	0.000453984	0.000906419	0.000490196	0.000499591	0.001071398	0.000783929	0.002738597	0.003952914	0.000373648	0.000814277	0.000627068	0.001060006	0.001534424	0.000207235	0.00195317	0.023590074	0.002568696	0.00047353	0.000372407	0.000299246	0.000938279	0.00048725	0.021251385	0.001547969	0.000804484	0.000783447	0.000620283	0.000767267	0.001332233	0.000736704	0.003829637	0.002238329	0.000591446	0.001555703	0.000954198	0.000420469	0.001971482	0.000751681	0.008115326	0.001371328	0.000429607	0.000948617	0.001348713	0.000523069	0.001843094	0.000189183	0.00093497	0.003000085	0.002100775	0.002886836	0.00138273	0.001436452	0.002298386	0.025334233	0.001216655	0.002603725	0.000739076	0.000277169	0.002095376	0.000672849	0.002106002	0.000935875	0.001612186	0.002085497	0.001109078	0.000365347	0.00016731	0.001333168	0.002335732	0.000959547	0.006116139	0.00096948
OTU_760	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	oxysporum	0.000671897	0.000774842	0.000533449	0.00038857	0.000921402	0.000531952	0.000412262	0.000895412	0.00050952	0.000542851	0.000644487	0.000463753	0.00090854	0.000164725	0.00034878	0.000696101	0.000647571	0.000189412	0.000416219	0.000170998	0.000410497	0.0000738	0.000386389	0.000238149	0.000603363	0.000503644	0.000706434	0.000595293	0.000544151	0.000618607	0.000243503	0.000544778	0.000833401	0.000513533	0.000581828	0.000140156	0.000832781	0.000771997	0.000466696	0.000337021	0.00030403	0.000537549	0.000539485	0.0000594	0.000382529	0.0000229	0.000406987	0.000765204	0.000339831	0.000712086	0.000365549	0.000770057	0.001305483	0.000802524	0.000225306	0.000631673	0.000827766	0.000409727	0.00099711	0.000570459	0.000916501	0.000485935	0.000861686	0.000387181	0.00023766	0.000411015	0.0000691	0.000775098	0.000778577	0.000757537	0.000406238	0.000167694
OTU_7770	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	nigrescens	0.001470909	0.000804082	0.000288351	0.000194285	0.000599983	0.000384965	0.000353367	0.000349429	0.00025476	0.000271426	0.000992858	0.000480315	0.001191197	0.000148784	0.000372032	0.000580084	0.000604399	0.000568236	0.000350501	0.000147248	0.000219909	0.001993297	0.001494037	0.000297686	0.001595559	0.000503644	0.000775354	0.000568836	0.001107066	0.000157463	0.000243503	0.000343447	0.000497352	0.000377598	0.000791287	0.000103273	0.00079879	0.000629787	0.002100132	0.000499721	0.00030403	0.000332016	0.000950522	0.000202095	0.000765058	0.001943423	0.000274991	0.000546574	0.000710556	0.001096998	0.002240976	0.000851505	0.00075387	0.000428621	0.000465633	0.000616266	0.000339975	0.0000844	0.000101156	0.000877629	0.001209001	0.000260965	0.000611519	0.000272786	0.000182206	0.000456684	0.0000582	0.000620078	0.001108883	0.000353517	0.001083301	0.000115289
OTU_79	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	inaequale	0.004739595	0.002383006	0.002076125	0.001831832	0.001457101	0.00132988	0.001236786	0.001026447	0.002870293	0.001628554	0.001306393	0.001739073	0.002665051	0.000441039	0.00320878	0.002552369	0.003043581	0.001183824	0.002672567	0.000626992	0.002375018	0.001181213	0.004301795	0.001905193	0.005752058	0.004476839	0.010079603	0.001349331	0.005122528	0.000635478	0.00774782	0.002273858	0.009624432	0.005392098	0.001605846	0.000368832	0.001767535	0.000873575	0.00106303	0.00163862	0.002478503	0.00741502	0.009595129	0.001842628	0.003529698	0.000619144	0.000956969	0.005477888	0.005360067	0.002944573	0.006277913	0.002991374	0.003879675	0.000601893	0.000991348	0.002218559	0.003325844	0.001036369	0.000867052	0.001404207	0.007000507	0.001250832	0.004225039	0.001575122	0.00099817	0.000411015	0.000287338	0.001441682	0.001297629	0.001119472	0.002414859	0.000377311
OTU_81	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	sp.	0.00573836	0.003581819	0.014417532	0.000999181	0.003278478	0.001798838	0.002738597	0.003079342	0.002072046	0.008685621	0.001567671	0.003097206	0.001594993	0.000387902	0.001162601	0.001263294	0.002482354	0.000757648	0.001095314	0.000270747	0.000601085	0.000354364	0.00414724	0.00075017	0.001421254	0.001440983	0.001068266	0.002156284	0.001932675	0.000618607	0.00197016	0.001267202	0.001747453	0.000921339	0.001442934	0.000390962	0.001240674	0.000446946	0.001555654	0.000755392	0.001361524	0.001533597	0.001258799	0.000689499	0.00149534	0.000429961	0.000340989	0.001153879	0.002409713	0.003079292	0.004688568	0.001784458	0.001985805	0.002070148	0.000660899	0.001078466	0.002025069	0.000638693	0.00265896	0.001345698	0.001482001	0.000773896	0.00158439	0.00100315	0.001568553	0.0558524	0.000163673	0.00261983	0.002288545	0.001582412	0.003588436	0.000660294
OTU_816	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lophotrichus	fimeti	0.000108956	0.000248534	0.000100923	0.001068569	0.00010714	0.000958914	0.0000589	0.00030575	0.0000849	0.0000679	0.000174186	0.000314689	0.000181708	0.00087145	0.000093	0.000103126	0.0000216	0.000071	0.000109531	0.000156748	0.000088	0.0000148	0.0000258	0.000154797	0.0000536	0.0000979	0.000155071	0.000621751	0.0000563	0.000320551	0.0000664	0.00023686	0.000120977	0.000105727	0.000116366	0.000686028	0.000068	0.000243788	0.0000519	0.000255671	0.0000595	0.000252964	0.000102759	0.00148599	0.0000174	0.000126122	0.000077	0.000133607	0.0000927	0.000115473	0.000190721	0.000436859	0.0000552	0.000282707	0.0000451	0.000338946	0.0000296	0.000313321	0.000144509	0.000438815	0.000039	0.000683908	0.0000556	0.000255187	0.000110908	0.0000457	0.00004	0.000201525	0.000165153	0.000294598	0.000112844	0.000204377
OTU_83	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	merismoides	0.002596789	0.00220757	0.007655709	0.004676723	0.004842719	0.003618674	0.001766836	0.002795431	0.005197099	0.012757006	0.00219474	0.004952217	0.003068847	0.000632333	0.002115935	0.002758621	0.00820256	0.002817502	0.002825911	0.000850239	0.005131212	0.001742289	0.04041627	0.002607733	0.003579952	0.005400187	0.002670664	0.001838795	0.004653432	0.0011866	0.002634259	0.002700206	0.006008549	0.002114548	0.003397877	0.000523742	0.004741753	0.002437885	0.002929814	0.002173206	0.003522779	0.003968379	0.004970971	0.001878291	0.004346919	0.000768197	0.00061598	0.007044734	0.004016188	0.002848345	0.008677824	0.003983562	0.00353032	0.003082423	0.010664504	0.003158365	0.005616981	0.003470632	0.004075145	0.00509025	0.004992005	0.001682775	0.010423616	0.002543074	0.001758681	0.002192081	0.000338258	0.009719725	0.003232276	0.003762436	0.003972105	0.000911835
OTU_8313	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	sp	0.005484129	0.01368401	0.015037486	0.007091411	0.010349704	0.008770211	0.008274684	0.014894407	0.010054519	0.007057067	0.015067061	0.028984547	0.011306279	0.00199796	0.025274955	0.016899774	0.004036523	0.005114121	0.008762514	0.011841599	0.012828031	0.013244349	0.005460962	0.008549553	0.012576761	0.054715371	0.005065647	0.011879407	0.010920554	0.007884422	0.006574578	0.003920036	0.005121381	0.012521145	0.012963135	0.002205617	0.008888662	0.022611381	0.012341518	0.01194682	0.004395212	0.01487747	0.012395314	0.0042321	0.023212547	0.002281659	0.003398891	0.005247112	0.014782662	0.02817552	0.018929099	0.00553108	0.016548376	0.003848469	0.004536169	0.005777497	0.003665819	0.006652045	0.00216763	0.014758798	0.008989509	0.004454403	0.006198577	0.006775664	0.005886034	0.025802621	0.000909296	0.015284926	0.009909166	0.010916957	0.008147329	0.002876997
OTU_85	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudaleuria	sp.	0.002778383	0.004736773	0.000129758	0.001623669	0.00021428	0.000503955	0.016254896	0.003887397	0.00016984	0.00169641	0.0000871	0.000182189	0.001413285	0.000138157	0.00011626	0.000116017	0.0000863	0.000189412	0.00212491	0.000375245	0.000146606	0.000812084	0.000721259	0.001583692	0.001568743	0.05692581	0.000723664	0.000330718	0.004334447	0.000359917	0.003364767	0.001030342	0.000120977	0.000181247	0.0000931	0.000258183	0.000560852	0.00818723	0.00010371	0.001034306	0.000310639	0.010687747	0.000128449	0.000439853	0.0000522	0.000303839	0.000274991	0.000085	0.000139022	0.0000577	0.000127148	0.000251749	0.000183871	0.000109435	0.000180245	0.022539942	0.000310412	0.0000844	0.000101156	0.000438815	0.000195	0.000422943	0.001862353	0.000739163	0.000110908	0.000319678	0.000123664	0.001844732	0.000235933	0.000437688	0.00018055	0.001152895
OTU_8849	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	sp.	0.000108956	0.000394731	0.000245098	0.000180408	0.000342847	0.000230979	0.000147236	0.000349429	0.000237776	0.000135713	0.00024386	0.000496878	0.000201898	0.0000425	0.000488293	0.000309378	0.0000648	0.000071	0.0000657	0.000142498	0.000263891	0.000103356	0.0000773	0.000142889	0.000187713	0.000811427	0.000155071	0.000198431	0.000225166	0.000219324	0.0000443	0.0000592	0.000174745	0.000166143	0.000256004	0.0000295	0.000237937	0.000507893	0.0000778	0.000290536	0.0000595	0.000284585	0.000244053	0.0000476	0.000330366	0.0000459	0.000055	0.000145753	0.000278044	0.000288684	0.000238402	0.000074	0.000294193	0.0000821	0.0000751	0.00018488	0.000118252	0.000132559	0.0000434	0.00030717	0.0001365	0.000054	0.000111185	0.000175991	0.000134674	0.000182673	0.0000109	0.000372047	0.000165153	0.000185176	0.0000903	0.0000786
OTU_89	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	glutinans	0.003341323	0.002032134	0.002623991	0.002137138	0.002399931	0.002141807	0.002768044	0.002882788	0.016661288	0.001967836	0.002159902	0.003097206	0.001655562	0.001445332	0.002139187	0.003996133	0.00300041	0.000544559	0.006440448	0.000612742	0.001612667	0.000634902	0.002447129	0.007680309	0.003512912	0.002895955	0.002705124	0.001481619	0.002045258	0.001248461	0.002656395	0.002356759	0.003118531	0.001570807	0.001373115	0.001128627	0.000900763	0.002031571	0.002540901	0.002394013	0.001222728	0.002561265	0.002068027	0.000534956	0.002295173	0.000708002	0.002771911	0.002562826	0.003290185	0.001212471	0.002177403	0.003235719	0.002482256	0.000811644	0.002883922	0.005053384	0.002187666	0.001301487	0.00050578	0.004490536	0.007468507	0.001133848	0.003974872	0.002384682	0.002249844	0.00082203	0.000200045	0.00254232	0.001156069	0.001548743	0.005664763	0.001152895
OTU_906	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chloridium	sp.	0.00056294	0.001461967	0.000418108	0.000305305	0.00083569	0.000349969	0.001413469	0.002314966	0.00033968	0.000610708	0.000992858	0.000530003	0.000585504	0.0000691	0.000302276	0.000580084	0.000992941	0.000118382	0.001336283	0.000265997	0.000219909	0.000118121	0.001545555	0.000261964	0.000455874	0.000433694	0.000809814	0.000648208	0.00048786	0.000134969	0.000974012	0.00035529	0.000282281	0.000589053	0.001466207	0.000243429	0.000662826	0.000243788	0.001140813	0.000511343	0.000270983	0.00058498	0.001785439	0.00022587	0.000434692	0.0000831	0.000285991	0.003182276	0.0019772	0.00134719	0.001716493	0.001569731	0.000330968	0.000565415	0.000375511	0.000523826	0.00067995	0.000313321	0.000722543	0.000526578	0.0004095	0.000179976	0.000639315	0.000519174	0.00019805	0.000730694	0.0000837	0.001581199	0.000825764	0.000235678	0.002821097	0.000225339
OTU_9224	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chloridium	sp.	0.000363187	0.000833321	0.000475779	0.000194285	0.000621411	0.000139987	0.000883418	0.001004608	0.000135872	0.000610708	0.000644487	0.00044719	0.000323037	0.0000425	0.000558049	0.000412504	0.000194271	0.0000237	0.000810533	0.000137748	0.000219909	0.0000148	0.000927333	0.000107167	0.000214529	0.0000979	0.000516903	0.000555607	0.000394041	0.000191206	0.000442733	0.000189488	0.0000672	0.000302078	0.000768013	0.000177039	0.000339911	0.000121894	0.000596334	0.000174321	0.000171843	0.000110672	0.001066125	0.000166431	0.00052163	0.00011179	0.000011	0.000583012	0.0004943	0.001250962	0.000746992	0.000592351	0.00012871	0.00021887	0.000240327	0.000292727	0.000236504	0.0000482	0.000260116	0.000336425	0.000156	0.000045	0.000694908	0.000281586	0.000134674	0.000365347	0.0000509	0.000806102	0.000849357	0.000101005	0.000947889	0.000162453
OTU_924	Ascomycota	Leotiomycetes	Helotiales	Helotiales	Leptodontidium	sp.	0.033376916	0.042367802	0.011303345	0.014460373	0.008485472	0.005452509	0.022232692	0.015636943	0.020550621	0.020289068	0.024490507	0.017556354	0.016151827	0.008225642	0.018950403	0.007773123	0.037192134	0.073704896	0.018488904	0.003747702	0.01691834	0.004651025	0.010071868	0.004346221	0.04708911	0.028721722	0.008511665	0.017752967	0.013097159	0.004352741	0.005866206	0.002569933	0.037825631	0.010784195	0.018548687	0.003784218	0.012236782	0.006602604	0.140942207	0.009122815	0.017660161	0.038371542	0.013666958	0.00663346	0.011406315	0.002837741	0.018490408	0.019543064	0.017748463	0.024307159	0.012110809	0.021198771	0.011657412	0.005873019	0.004145638	0.004976351	0.024478212	0.020582777	0.031213873	0.019980692	0.023497523	0.013597178	0.054814321	0.014836064	0.004483843	0.011736768	0.001313023	0.014773361	0.008068892	0.003863441	0.011442371	0.001870834
OTU_95	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lomentospora	prolificans	0.000145275	0.000365492	0.00011534	0.000541223	0.000235708	0.000755932	0.000176684	0.001528751	0.000118888	0.000610708	0.000209023	0.000861255	0.000181708	0.000791745	0.000255772	0.000825008	0.000172685	0.000189412	0.000197157	0.001234984	0.0000733	0.003735586	0.000231833	0.002631548	0.000241345	0.0000979	0.000310142	0.003532073	0.000187638	0.0039872	0.000509142	0.000390819	0.000228513	0.000211455	0.000209458	0.006211134	0.000135964	0.000873575	0.000259276	0.000859985	0.000237936	0.000537549	0.000295432	0.000998585	0.00029559	0.000246511	0.000208993	0.000267214	0.000108128	0.000250192	0.000588058	0.001066232	0.000386129	0.000255349	0.000210286	0.000385166	0.000339975	0.000361524	0.000144509	0.001886903	0.000234	0.000917877	0.000361352	0.000668767	0.000142596	0.000365347	0.0000764	0.001379674	0.000259526	0.001447738	0.000315963	0.008190794
OTU_9937	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	clavigerum	0.000399506	0.000482449	0.000245098	0.000291428	0.000149996	0.00022398	0.0000883	0.000131036	0.000458568	0.000746421	0.000296116	0.000414065	0.000181708	0.0000319	0.0000465	0.0000645	0.000237443	0.000189412	0.000197157	0.000137748	0.000102624	0.0000443	0.000180315	0.0000595	0.000442466	0.000349753	0.0000862	0.000330718	0.000168875	0.000196829	0.0000221	0.0000592	0.00055112	0.000407806	0.000930925	0.0000738	0.000186951	0.000121894	0.000129638	0.000104593	0.000237936	0.000885375	0.000488106	0.0000594	0.00022604	0.0000172	0.000099	0.000242922	0.000278044	0.000384911	0.0000477	0.00037022	0.000514838	0.000355664	0.000105143	0.000123253	0.000620824	0.000759201	0.001069364	0.000643595	0.000039	0.000054	0.0000556	0.000114394	0.000110908	0.000593689	0.00004	0.000697588	0.000188746	0.000117839	0.000293394	0.0000786
OTU_1	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	sp.	0.003886104	0.003815734	0.003690888	0.004066112	0.004071312	0.339840414	0.004034277	0.004324183	0.003651557	0.004207098	0.004964292	0.004505027	0.004118716	0.63780607	0.005859511	0.003325814	0.005310078	0.02336869	0.0041841	0.0038902	0.004236915	0.379169312	0.003889647	0.428442148	0.004344212	0.003175758	0.00380785	0.137208472	0.004409502	0.071409692	0.003630407	0.003280514	0.003978815	0.005271266	0.003840067	0.151132684	0.006900185	0.014220994	0.003629858	0.300750744	0.00391934	0.00456917	0.005921492	0.003709031	0.003825289	0.003820918	0.004124868	0.003813873	0.004433254	0.006735951	0.003941576	0.003909518	0.004045159	0.003492805	0.003890291	0.004051951	0.00434577	0.439637512	0.004017341	0.003612907	0.003939004	0.344131886	0.004586391	0.142359339	0.551385951	0.003379458	0.004240956	0.003859986	0.004577091	0.393018871	0.005529351	0.691883621
OTU_1013	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Guehomyces	pullulans	0.057292802	0.052323796	0.024553057	0.021440764	0.038934602	0.01844334	0.004770458	0.002162091	0.055724452	0.111080953	0.019334611	0.010666313	0.04954573	0.008400995	0.003394796	0.00274573	0.048654133	0.026020456	0.003001161	0.002032974	0.018662953	0.009626884	0.001494037	0.00140508	0.029993832	0.05463143	0.003308177	0.004167053	0.039122603	0.010150771	0.002833488	0.003055496	0.149245907	0.022882431	0.024646248	0.002567072	0.042709767	0.025374317	0.004096554	0.001824563	0.021348174	0.041565217	0.025972358	0.00714464	0.023386424	0.005643952	0.002298926	0.002453511	0.006750286	0.005927637	0.010108234	0.007626523	0.076251241	0.045935397	0.001862533	0.003065925	0.050700644	0.025836928	0.024291908	0.046836147	0.027495027	0.032818602	0.005892817	0.006142095	0.005283964	0.04361328	0.001207545	0.02047808	0.068066533	0.011060047	0.002369722	0.001126693
OTU_10829	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiales	Cryptococcus	terricola	0.006918719	0.009400447	0.006012111	0.006883248	0.012471072	0.00633443	0.007656291	0.008298936	0.012737988	0.014114134	0.008970563	0.004935654	0.023278821	0.003066018	0.00618504	0.003222688	0.011246142	0.003385737	0.005892791	0.001994975	0.006392025	0.003174509	0.011797738	0.002953049	0.005416857	0.006533387	0.006668045	0.009313032	0.014485683	0.004543946	0.006486032	0.003920036	0.010565368	0.005528033	0.012195122	0.002375279	0.014650147	0.008613859	0.006222614	0.003056434	0.005829439	0.008948617	0.01057134	0.00657402	0.01062387	0.001974953	0.002628916	0.007627747	0.005020235	0.005735181	0.005165371	0.006700974	0.016621925	0.010934394	0.002087839	0.003620565	0.021374091	0.01479839	0.055231214	0.030497616	0.021294021	0.079270378	0.022681788	0.010858661	0.001948808	0.008813993	0.001003863	0.010138277	0.019086941	0.008265576	0.010923289	0.00206473
OTU_110	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	fragilis	0.000817171	0.000979518	0.000778547	0.000499591	0.002057084	0.007538322	0.001472364	0.002227609	0.000305712	0.001424985	0.001149626	0.001772198	0.00189784	0.000504804	0.000395284	0.001701579	0.0003022	0.000378824	0.001336283	0.000265997	0.000615745	0.000206712	0.003194147	0.002583918	0.001756456	0.000937338	0.001481788	0.001481619	0.00249559	0.000832307	0.001682384	0.000272389	0.001102239	0.000604157	0.003351331	0.000464729	0.002073455	0.000893891	0.001244523	0.001092414	0.001024448	0.002181818	0.008734522	0.001283895	0.002086521	0.000450026	0.001033967	0.00027936	0.000293491	0.004792148	0.004497846	0.003117249	0.000864193	0.001842158	0.000751021	0.000616266	0.000473009	0.000241016	0.003121387	0.001097037	0.001560002	0.000557925	0.000583722	0.001513525	0.000213894	0.000228342	0.000323709	0.001286662	0.001415595	0.000387186	0.00388183	0.000277743
OTU_1178	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	circinata	0.0000363	0.0000585	0.0000433	0.0000278	0.0000214	0.000042	0.0000294	0.0000437	0.0000679	0.0000679	0.00012193	0.0000331	0.0000202	0.0000372	0.0000698	0.0000773	0.0000216	0.0000237	0.0000876	0.0000475	0.103518546	0.0000295	0.0000515	0.0000476	0.0000804	0.000042	0.0000345	0.0000397	0.0000188	0.000045	0.0000664	0.0000355	0.0000672	0.0000755	0.0000233	0.00000738	0.000017	0.019340552	0.0000259	0.0000581	0.0000727	0.0000474	0.0000514	0.0000119	0.0000348	0.0000401	0.000055	0.0000364	0.0000463	0.0000577	0.0000318	0.0000666	0.0000552	0.0000821	0.000015	0.0000462	0.0000296	0.0000241	0.0000145	0.0000439	0.0000195	0.000063	0.000111185	0.000044	0.0000555	0.0000457	0.0000582	0.000093	0.0000236	0.0000505	0.000112844	0.0000419
OTU_1191	Basidiomycota	Tremellomycetes	Tremellales	Tremellales	Trichosporon	sp.	0.003305005	0.003362524	0.000865052	0.001346119	0.002271364	0.0022258	0.001766836	0.003385092	0.003498701	0.001357128	0.000923184	0.000944068	0.00565314	0.000536686	0.001464878	0.000902353	0.007231204	0.000710295	0.003023067	0.000441744	0.00120217	0.00094497	0.012106849	0.00145271	0.004169907	0.00230837	0.000706434	0.001177358	0.002889631	0.000742328	0.007947049	0.001717236	0.002298572	0.00173695	0.001140384	0.000907327	0.001767535	0.001157995	0.00222977	0.000906471	0.00442165	0.001233202	0.001785439	0.000796491	0.003999165	0.000736666	0.000780975	0.000692327	0.001513794	0.002232487	0.001017181	0.000755248	0.00233516	0.00538968	0.001321798	0.003035112	0.00444924	0.004073172	0.003511561	0.001506597	0.001696502	0.001034861	0.002056927	0.00080076	0.00103778	0.002420423	0.000305523	0.000620078	0.003019936	0.000589196	0.001241283	0.000524043
